"","lon","lat","species"
"1490",-116.334444,34.828333,"Ephedra aspera"
"1494",-116.33444,34.82833,"Ephedra nevadensis"
"1497",-114.39972,34.305,"Ephedra aspera"
"1503",-113.54,37.02,"Ephedra torreyana"
"1504",-114.24,34.187778,"Ephedra trifurca"
"1507",-114.24,34.187778,"Ephedra nevadensis"
"1508",-100.89888,29.38638,"Ephedra aspera"
"1509",-116.375,33.0068,"Ephedra aspera"
"1510",-114.418889,34.106944,"Ephedra trifurca"
"1512",-116.4252,33.3712,"Ephedra aspera"
"1513",-116.7,35.1,"Ephedra californica"
"1514",-106.9475,31.79527,"Ephedra trifurca"
"1517",-116.725,34.0458329991243,"Ephedra californica"
"1518",-116.3898,33.0034,"Ephedra fasciculata"
"1526",-114.251759,34.30236,"Ephedra aspera"
"1530",-114.24,34.18778,"Ephedra trifurca"
"1531",-116.725,34.04583,"Ephedra californica"
"1536",-116.49694,34.68806,"Ephedra funerea"
"1537",-116.496944,34.688056,"Ephedra funerea"
"1539",-117.61,34.38,"Ephedra viridis"
"1540",-117.5948,37.4173,"Ephedra viridis"
"1541",-116.496944,34.688056,"Ephedra nevadensis"
"1544",-116.4993,34.6836,"Ephedra funerea"
"1547",-115.285278,33.407222,"Ephedra californica"
"1550",-116.24639,34.72889,"Ephedra californica"
"1551",-117.934249673549,35.657325719477,"Ephedra viridis"
"1552",-115.28528,33.40722,"Ephedra californica"
"1556",-116.49694,34.68806,"Ephedra nevadensis"
"1559",-116.7417,35.1167,"Ephedra californica"
"1562",-117.61722,34.42528,"Ephedra nevadensis"
"1565",-117.61167,34.37806,"Ephedra viridis"
"1567",-115.476944,33.4594439991317,"Ephedra californica"
"1568",-115.476889,33.4595,"Ephedra californica"
"1570",-115.476667,33.459444,"Ephedra californica"
"1578",-117.62,34.43,"Ephedra nevadensis"
"1587",-108.645682,37.215548,"Ephedra cutleri"
"1589",-115.61167,35.51722,"Ephedra viridis"
"1599",-120.082222,39.8674999990716,"Ephedra viridis"
"1606",-115.611667,35.517222,"Ephedra viridis"
"1633",-116.82944,34.30444,"Ephedra viridis"
"1639",-116.8322,34.3023,"Ephedra viridis"
"1642",-116.56639,34.60333,"Ephedra funerea"
"1643",-114.373333,34.316389,"Ephedra nevadensis"
"1646",-114.383611,34.311389,"Ephedra fasciculata"
"1649",-115.450986,34.103419,"Ephedra californica"
"1655",-111.6923,33.5755,"Ephedra fasciculata"
"1658",-116.566389,34.603333,"Ephedra funerea"
"1693",-114.232222,34.323889,"Ephedra aspera"
"1694",-114.521667,34.297778,"Ephedra aspera"
"1699",-114.293611,34.332778,"Ephedra fasciculata"
"1704",-113.326944,33.76,"Ephedra aspera"
"1710",-114.296111,34.333333,"Ephedra fasciculata"
"1712",-114.291667,34.330833,"Ephedra fasciculata"
"1717",-111.1402,32.512467,"Ephedra fasciculata"
"1721",-114.942222,32.7475,"Ephedra trifurca"
"1725",-117.963950968927,35.7132240986456,"Ephedra viridis"
"1726",-117.9267,35.71115,"Ephedra viridis"
"1730",-117.9633,35.7133,"Ephedra viridis"
"1731",-114.277222,34.371667,"Ephedra fasciculata"
"1732",-117.9019,35.6969,"Ephedra viridis"
"1734",-114.291667,34.331111,"Ephedra fasciculata"
"1735",-114.926389,32.755833,"Ephedra trifurca"
"1736",-117.72669,35.71114,"Ephedra nevadensis"
"1737",-117.927350092095,35.7110744155616,"Ephedra nevadensis"
"1739",-117.9267,35.71115,"Ephedra nevadensis"
"1740",-117.902549359841,35.6968249518124,"Ephedra viridis"
"1741",-114.174167,34.253611,"Ephedra trifurca"
"1742",-117.927350092095,35.7110744155616,"Ephedra viridis"
"1745",-118.157013,36.728747,"Ephedra nevadensis"
"1748",-116.22167,32.66361,"Ephedra californica"
"1750",-116.216,32.6639,"Ephedra californica"
"1754",-116.21639,32.66389,"Ephedra californica"
"1757",-116.45083,34.14444,"Ephedra californica"
"1764",-116.57444,33.8475,"Ephedra nevadensis"
"1765",-116.450833,34.144444,"Ephedra californica"
"1768",-116.574444,33.8475,"Ephedra nevadensis"
"1769",-117.3175,34.57,"Ephedra nevadensis"
"1772",-114.266944,34.287778,"Ephedra fasciculata"
"1777",-114.433056,34.339167,"Ephedra fasciculata"
"1779",-113.63,37.01,"Ephedra torreyana"
"1780",-111.75,36.75,"Ephedra torreyana"
"1781",-120.527966,36.393495,"Ephedra californica"
"1782",-117.9735,35.68181,"Ephedra viridis"
"1784",-114.433067,34.339217,"Ephedra fasciculata"
"1785",-117.83972,34.4475,"Ephedra nevadensis"
"1786",-117.974150866654,35.6817248179624,"Ephedra viridis"
"1787",-116.757778,32.572778,"Ephedra californica"
"1788",-114.1748,34.25555,"Ephedra trifurca"
"1790",-116.75778,32.57278,"Ephedra californica"
"1791",-114.5328,34.276633,"Ephedra fasciculata"
"1792",-114.510517,34.331767,"Ephedra aspera"
"1794",-117.8908,35.6853,"Ephedra viridis"
"1795",-117.891448975879,35.6852253233069,"Ephedra viridis"
"1796",-116.65,33.96667,"Ephedra californica"
"1797",-114.174722,34.255278,"Ephedra trifurca"
"1798",-114.532778,34.276389,"Ephedra fasciculata"
"1800",-113.05755,34.1929,"Ephedra trifurca"
"1801",-111.79,36.82,"Ephedra viridis"
"1802",-113.08,36.53,"Ephedra torreyana"
"1805",-117.956050568029,35.6931546601545,"Ephedra nevadensis"
"1807",-114.303056,34.251944,"Ephedra fasciculata"
"1811",-114.5328,34.27663,"Ephedra fasciculata"
"1812",-114.303083,34.252117,"Ephedra fasciculata"
"1813",-117.9735,35.6818,"Ephedra viridis"
"1814",-117.3,34.383333,"Ephedra nevadensis"
"1817",-117.3,34.38333,"Ephedra nevadensis"
"1820",-117.8388,34.4508,"Ephedra nevadensis"
"1825",-117.956050568029,35.6931546601545,"Ephedra viridis"
"1826",-116.65021,33.9715699991253,"Ephedra californica"
"1827",-110.76444,33.39611,"Ephedra trifurca"
"1829",-113.05756,34.1928,"Ephedra trifurca"
"1832",-118.30289457148,36.9379481850698,"Ephedra nevadensis"
"1834",-114.510278,34.331667,"Ephedra aspera"
"1844",-118.074668,35.880468,"Ephedra viridis"
"1851",-118.07472,35.88222,"Ephedra viridis"
"1865",-119.11,38.27,"Ephedra viridis"
"1871",-119.105833,38.274444,"Ephedra viridis"
"1883",-114.309722,34.301111,"Ephedra fasciculata"
"1889",-114.3248,34.3463,"Ephedra fasciculata"
"1890",-114.324849,34.346331,"Ephedra fasciculata"
"1892",-114.32472,34.34639,"Ephedra fasciculata"
"1907",-112.25,37.05,"Ephedra viridis"
"1945",-114.846667,32.814722,"Ephedra trifurca"
"1958",-120.933333,36.6,"Ephedra californica"
"1982",-110.121389,31.358889,"Ephedra trifurca"
"1983",-70.88,40.87,"Ephedra gerardiana"
"1998",-116.67,35.24,"Ephedra californica"
"2008",-113.188056,36.818889,"Ephedra torreyana"
"2012",-113.175278,36.82,"Ephedra torreyana"
"2013",-113.18,36.81,"Ephedra torreyana"
"2034",-118.620833,37.792222,"Ephedra viridis"
"2107",-118.826,34.6439999991172,"Ephedra viridis"
"2140",-113.84165,36.26285,"Ephedra trifurca"
"2144",-103.823889,29.27,"Ephedra aspera"
"2145",-113.7925,32.6978,"Ephedra trifurca"
"2149",-116.55417,33.91056,"Ephedra californica"
"2154",-113.890847,36.240116,"Ephedra torreyana"
"2158",-115.85152,33.11927,"Ephedra trifurca"
"2165",-114.174167,34.253333,"Ephedra trifurca"
"2166",-116.63889,33.95083,"Ephedra californica"
"2167",-117.40444,34.54278,"Ephedra nevadensis"
"2177",-118.181667,34.581667,"Ephedra nevadensis"
"2179",-118.1817,34.5817,"Ephedra nevadensis"
"2184",-115.41,36.05,"Ephedra funerea"
"2185",-118.46667,34.56667,"Ephedra nevadensis"
"2189",-117.404444,34.542778,"Ephedra nevadensis"
"2201",-117.4,34.54,"Ephedra nevadensis"
"2203",-118.18167,34.58167,"Ephedra nevadensis"
"2208",-117.812222,34.452778,"Ephedra viridis"
"2212",-117.216667,34.583333,"Ephedra nevadensis"
"2214",-118.46667,34.56667,"Ephedra californica"
"2216",-118.47,34.57,"Ephedra nevadensis"
"2217",-117.81222,34.45278,"Ephedra viridis"
"2225",-115.71,34.237222,"Ephedra aspera"
"2226",-116.8636,35.1559,"Ephedra nevadensis"
"2227",-115.71,34.23722,"Ephedra aspera"
"2228",-115.71,34.23722,"Ephedra funerea"
"2230",-118.184605934819,36.6000709101532,"Ephedra viridis"
"2234",-115.71,34.237222,"Ephedra funerea"
"2236",-118.626111,37.657778,"Ephedra viridis"
"2237",-117.5533,38.5181,"Ephedra nevadensis"
"2240",-110.2556,38.613117,"Ephedra cutleri"
"2241",-118.680278,37.715278,"Ephedra viridis"
"2243",-110.217867,38.846467,"Ephedra torreyana"
"2244",-110.745967,38.143533,"Ephedra viridis"
"2247",-112.18945,37.061983,"Ephedra viridis"
"2248",-110.85925,39.20758,"Ephedra nevadensis"
"2257",-109.300278,40.910832,"Ephedra viridis"
"2260",-110.85925,39.20758,"Ephedra viridis"
"2263",-116.80778,34.30806,"Ephedra viridis"
"2270",-115.6732,35.0891,"Ephedra funerea"
"2274",-118.8969,34.8723,"Ephedra viridis"
"2280",-118.761667,37.885833,"Ephedra viridis"
"2288",-108.800278,38.279167,"Ephedra torreyana"
"2298",-113.0567,39.8622,"Ephedra viridis"
"2302",-105.968167,33.736833,"Ephedra aspera"
"2305",-103.3592,29.3344,"Ephedra aspera"
"2308",-118.817778,37.865833,"Ephedra viridis"
"2312",-113.189167,36.819167,"Ephedra torreyana"
"2333",-114.224722,34.32,"Ephedra fasciculata"
"2390",-116.11583,33.06861,"Ephedra aspera"
"2393",-116.45667,33.01028,"Ephedra californica"
"2431",-115.65,34.7769,"Ephedra nevadensis"
"2432",-116.32814,33.04951,"Ephedra aspera"
"2433",-119.678889,35.058611,"Ephedra viridis"
"2434",-118.122222,35.185,"Ephedra nevadensis"
"2436",-118.12222,35.185,"Ephedra nevadensis"
"2439",-116.10194,32.63417,"Ephedra californica"
"2442",-117.583333,34.433333,"Ephedra nevadensis"
"2443",-118.3835,34.7751,"Ephedra nevadensis"
"2444",-119.67889,35.058611,"Ephedra viridis"
"2446",-112.89117,38.21617,"Ephedra viridis"
"2448",-117.58333,34.42639,"Ephedra nevadensis"
"2449",-116.09917,32.67111,"Ephedra fasciculata"
"2452",-120.84111,36.55527,"Ephedra californica"
"2453",-111.83111,36.03194,"Ephedra viridis"
"2457",-119.391,34.8769999991145,"Ephedra viridis"
"2458",-119.273668831236,34.5599449775886,"Ephedra viridis"
"2460",-116.4842,33.1565,"Ephedra californica"
"2464",-109.65,37.26,"Ephedra viridis"
"2466",-114.96389,32.70917,"Ephedra trifurca"
"2471",-118.325,35.05,"Ephedra californica"
"2475",-115.36638,34.08638,"Ephedra nevadensis"
"2476",-114.78139,33.33833,"Ephedra fasciculata"
"2479",-119.678889,35.058611,"Ephedra californica"
"2511",-118.0275,35.6633,"Ephedra viridis"
"2514",-115.450586042943,35.1599556467555,"Ephedra viridis"
"2515",-118.597222,37.7825,"Ephedra viridis"
"2522",-111.471725,36.311992,"Ephedra torreyana"
"2546",-118.623889,37.671944,"Ephedra viridis"
"2659",-109.637583,36.938067,"Ephedra torreyana"
"2763",-110.86,37.68,"Ephedra torreyana"
"2775",-114.958,32.7073,"Ephedra trifurca"
"2780",-115.675,34.73,"Ephedra californica"
"2800",-115.68,34.73,"Ephedra californica"
"2830",-110.529,31.8102,"Ephedra trifurca"
"2847",-109.150001,39.779167,"Ephedra viridis"
"2860",-110.51,39.29,"Ephedra viridis"
"2866",-111.82,37.17,"Ephedra viridis"
"2870",-111.282283,37.50267,"Ephedra viridis"
"2873",-113.604164,39.066666,"Ephedra viridis"
"2883",-113.4375,39.0667,"Ephedra viridis"
"2895",-108.533333,39.304167,"Ephedra viridis"
"2896",-119.7086,34.455,"Ephedra viridis"
"2899",-108.533333,39.304165,"Ephedra viridis"
"2903",-115.55028,34.9725,"Ephedra fasciculata"
"2912",-117.73917,34.42222,"Ephedra viridis"
"2923",-112.054,36.733,"Ephedra cutleri"
"2938",-122.33083,47.60639,"Ephedra sinica"
"2953",-119.2743,38.4571,"Ephedra viridis"
"3003",-122.27167,37.87167,"Ephedra sinica"
"3028",-115.03577,32.70686,"Ephedra trifurca"
"3029",-116.06912,32.7811,"Ephedra trifurca"
"3031",-115.035,32.75333,"Ephedra trifurca"
"3037",-116.06944,32.78167,"Ephedra trifurca"
"3039",-114.755,32.72,"Ephedra trifurca"
"3069",-116.13834,32.62431,"Ephedra aspera"
"3096",-116.42778,35.92583,"Ephedra funerea"
"3097",-115.035,32.70833,"Ephedra trifurca"
"3100",-117.9874,34.543,"Ephedra aspera"
"3118",-116.16821,34.46313,"Ephedra funerea"
"3122",-119.28333,35.383333,"Ephedra viridis"
"3138",-119.2833,34.8333,"Ephedra viridis"
"3141",-108.593426,39.034851,"Ephedra viridis"
"3148",-116.3253,34.264,"Ephedra californica"
"3149",-119.283333,34.833333,"Ephedra viridis"
"3161",-111.463333,33.500833,"Ephedra fasciculata"
"3179",-119.884444,35.237778,"Ephedra viridis"
"3190",-118.13667,34.48767,"Ephedra viridis"
"3195",-117.63833,34.39361,"Ephedra nevadensis"
"3196",-120.082954341992,40.0641153753951,"Ephedra viridis"
"3207",-115.691,35.71783,"Ephedra funerea"
"3209",-117.3162,34.6395,"Ephedra viridis"
"3220",-107.9572,31.9508,"Ephedra trifurca"
"3221",-117.24083,34.8675,"Ephedra funerea"
"3232",-111.481839,37.246336,"Ephedra viridis"
"3239",-120.091111,40.0611109990705,"Ephedra viridis"
"3247",-117.23333,34.875,"Ephedra funerea"
"3248",-117.70167,34.63583,"Ephedra nevadensis"
"3251",-113.9,37.01,"Ephedra nevadensis"
"3260",-113.85,37.12,"Ephedra viridis"
"3266",-116.80222,34.33611,"Ephedra viridis"
"3269",-118.12333,34.48278,"Ephedra californica"
"3270",-115.82694,35.07583,"Ephedra californica"
"3271",-115.826944,35.075833,"Ephedra californica"
"3275",-116.838333,34.3383329991208,"Ephedra nevadensis"
"3280",-116.800556,34.303889,"Ephedra viridis"
"3283",-117.71611,34.42222,"Ephedra viridis"
"3285",-116.85,34.35,"Ephedra viridis"
"3287",-116.83833,34.33833,"Ephedra nevadensis"
"3290",-116.772222,34.342222,"Ephedra nevadensis"
"3291",-116.85,34.3499999991207,"Ephedra viridis"
"3297",-117.716111,34.422222,"Ephedra viridis"
"3307",-117.06667,34.34167,"Ephedra viridis"
"3310",-116.79783,34.3045,"Ephedra viridis"
"3315",-116.80217,34.336,"Ephedra viridis"
"3361",-118.1877,37.3278,"Ephedra viridis"
"3369",-118.60111,37.933887,"Ephedra nevadensis"
"3403",-116.79,34.351667,"Ephedra nevadensis"
"3406",-116.79,34.35167,"Ephedra nevadensis"
"3454",-114.62639,33.70833,"Ephedra trifurca"
"3481",-116.1299,32.6284,"Ephedra californica"
"3526",-119.9,35.183333,"Ephedra californica"
"3533",-116.48333,34.1,"Ephedra californica"
"3539",-114.972222,32.771667,"Ephedra trifurca"
"3553",-116.783333,34.35,"Ephedra viridis"
"3557",-116.291667,35.483333,"Ephedra viridis"
"3558",-116.291667,36.483333,"Ephedra viridis"
"3568",-113.44,38.95,"Ephedra viridis"
"3569",-116.78333,34.35,"Ephedra viridis"
"3570",-113.42,37.3,"Ephedra viridis"
"3573",-116.08028,32.64222,"Ephedra californica"
"3578",-115.76,36.33,"Ephedra viridis"
"3582",-113.44,38.95,"Ephedra nevadensis"
"3591",-116.27972,32.84306,"Ephedra fasciculata"
"3592",-116.29167,35.48333,"Ephedra viridis"
"3593",-116.33333,35.49583,"Ephedra nevadensis"
"3596",-116.29167,35.48528,"Ephedra viridis"
"3597",-109.73,37.22,"Ephedra viridis"
"3601",-119.10833,34.95,"Ephedra viridis"
"3604",-116.09399,32.63467,"Ephedra californica"
"3611",-118.230278,37.291667,"Ephedra viridis"
"3612",-120.176667,40.308056,"Ephedra viridis"
"3618",-116.86333,34.185,"Ephedra viridis"
"3620",-119.52,38.75,"Ephedra viridis"
"3623",-116.863333,34.185,"Ephedra viridis"
"3632",-107.603468,38.707897,"Ephedra viridis"
"3644",-119.3829,34.9146,"Ephedra viridis"
"3650",-117.27367,38.5842,"Ephedra viridis"
"3675",-119.2564,34.7285999991162,"Ephedra viridis"
"3676",-109.6167,38.38,"Ephedra viridis"
"3682",-109.317702,40.220079,"Ephedra nevadensis"
"3688",-109.6131,38.3625,"Ephedra cutleri"
"3742",-118.1884,37.3244,"Ephedra viridis"
"3858",-116.27306,32.85361,"Ephedra nevadensis"
"3876",-118.78306,35.449722,"Ephedra californica"
"3885",-118.71,34.627778,"Ephedra viridis"
"3908",-118.75833,34.74722,"Ephedra viridis"
"3918",-116.883333,34.358333,"Ephedra nevadensis"
"3928",-118.2722,34.4528,"Ephedra nevadensis"
"3929",-119.799680027172,34.4909430701007,"Ephedra foeminea"
"3941",-116.88333,34.35833,"Ephedra nevadensis"
"3949",-118.272222,34.452778,"Ephedra nevadensis"
"3999",-109.7825,35.0617,"Ephedra viridis"
"4015",-119.3014,34.4964,"Ephedra viridis"
"4061",-118.789722,34.748611,"Ephedra viridis"
"4076",-120.8359,36.5386,"Ephedra californica"
"4178",-117.416667,34.5,"Ephedra nevadensis"
"4184",-116.45,34.23,"Ephedra nevadensis"
"4185",-116.45,34.233333,"Ephedra nevadensis"
"4186",-116.6,33.92,"Ephedra californica"
"4187",-115.83,35,"Ephedra funerea"
"4191",-116.6,33.916667,"Ephedra californica"
"4192",-114.72,35.25,"Ephedra nevadensis"
"4193",-116.87639,34.35278,"Ephedra nevadensis"
"4194",-116.35,34.36,"Ephedra nevadensis"
"4198",-117.41667,34.5,"Ephedra nevadensis"
"4201",-116.6,33.91667,"Ephedra californica"
"4202",-115.45,35.47,"Ephedra nevadensis"
"4207",-111.47,33.47,"Ephedra aspera"
"4209",-116.98972,34.66833,"Ephedra nevadensis"
"4211",-115.783333,35.616667,"Ephedra californica"
"4212",-115.33333,34.08333,"Ephedra californica"
"4213",-116.578333,34.204167,"Ephedra nevadensis"
"4215",-115.45,35.47,"Ephedra viridis"
"4219",-115.333333,34.083333,"Ephedra californica"
"4221",-117.23667,34.87,"Ephedra californica"
"4223",-115.48,34.31,"Ephedra californica"
"4231",-108.1575,31.96607,"Ephedra trifurca"
"4232",-116.57833,34.20417,"Ephedra nevadensis"
"4235",-118.726,34.7113,"Ephedra viridis"
"4237",-116.51,34.203333,"Ephedra nevadensis"
"4239",-115.78,35.62,"Ephedra californica"
"4240",-115.78333,35.61667,"Ephedra californica"
"4244",-113.3008,37.0333,"Ephedra nevadensis"
"4246",-117.125,36.03333,"Ephedra viridis"
"4251",-115.73333,33.63333,"Ephedra nevadensis"
"4254",-116.76783,34.35733,"Ephedra nevadensis"
"4256",-116.767778,34.357222,"Ephedra nevadensis"
"4258",-117.8253,34.4132,"Ephedra viridis"
"4261",-116.767833,34.357333,"Ephedra nevadensis"
"4262",-116.55917,34.32083,"Ephedra nevadensis"
"4270",-116.65,34.258333,"Ephedra nevadensis"
"4273",-120.188611,40.325555999069,"Ephedra viridis"
"4277",-117.13333,36.03333,"Ephedra nevadensis"
"4284",-116.65639,34.25583,"Ephedra nevadensis"
"4288",-110.18,37.87,"Ephedra torreyana"
"4293",-117.13,38.07,"Ephedra nevadensis"
"4301",-112.48,39.9,"Ephedra nevadensis"
"4303",-114.92,35.51,"Ephedra viridis"
"4309",-114.92,35.51,"Ephedra nevadensis"
"4323",-118.557,37.785,"Ephedra nevadensis"
"4387",-116.19778,33.91833,"Ephedra nevadensis"
"4396",-110.70166,31.85694,"Ephedra trifurca"
"4399",-118.0193,34.4919,"Ephedra nevadensis"
"4412",-116.416667,33.116667,"Ephedra aspera"
"4414",-118.0513,34.4454,"Ephedra viridis"
"4416",-119.317,34.7789999991157,"Ephedra viridis"
"4426",-116.46055,34.27777,"Ephedra californica"
"4431",-115.81389,33.86528,"Ephedra californica"
"4432",-117.704,37.22,"Ephedra viridis"
"4453",-111.9,37.13,"Ephedra torreyana"
"4465",-116.94583,34.35556,"Ephedra nevadensis"
"4466",-117.62306,34.37389,"Ephedra viridis"
"4469",-118.33528,35.14806,"Ephedra viridis"
"4473",-117.6231,34.3739,"Ephedra viridis"
"4475",-117.59694,34.37944,"Ephedra nevadensis"
"4482",-117.59869,34.3792899991203,"Ephedra nevadensis"
"4516",-117.1,34.36667,"Ephedra nevadensis"
"4578",-103.65,30.35,"Ephedra trifurca"
"4668",-115.167,34.6259999991174,"Ephedra californica"
"4675",-116.834952058625,35.0941289158766,"Ephedra californica"
"4679",-116.3556,35.5982,"Ephedra funerea"
"4686",-115.15,34.616667,"Ephedra californica"
"4690",-116.35833,35.59444,"Ephedra funerea"
"4693",-115.7211,34.2389,"Ephedra aspera"
"4697",-115.72111,34.23889,"Ephedra aspera"
"4698",-115.99861,35.78861,"Ephedra viridis"
"4699",-117.9036,35.4394,"Ephedra aspera"
"4702",-116.592615612336,35.5065209983865,"Ephedra nevadensis"
"4718",-112.24,39.71,"Ephedra viridis"
"4721",-109.67,38.58,"Ephedra viridis"
"4730",-115.57389,34.9725,"Ephedra fasciculata"
"4731",-115.583333,34.966667,"Ephedra fasciculata"
"4733",-116.835657079125,35.2888948644579,"Ephedra viridis"
"4736",-116.802020033396,35.5530303648672,"Ephedra nevadensis"
"4746",-109.7,37.22,"Ephedra viridis"
"4755",-112.58333,37.16666,"Ephedra viridis"
"4760",-111.05,36.58333,"Ephedra cutleri"
"4785",-116.7171,34.2556,"Ephedra viridis"
"4791",-99.23,26.87,"Ephedra aspera"
"4854",-116.44256,33.01566,"Ephedra nevadensis"
"4855",-117.8374,34.429,"Ephedra nevadensis"
"4856",-119.690683988557,35.0899276472562,"Ephedra californica"
"4870",-115.65083,34.78028,"Ephedra nevadensis"
"4878",-117.283922828784,34.5329597518255,"Ephedra nevadensis"
"4891",-117.97,34.7784,"Ephedra nevadensis"
"4901",-117.283922828784,34.5329597518255,"Ephedra viridis"
"4988",-117.8423,34.6042,"Ephedra nevadensis"
"4998",-118.18833,34.46889,"Ephedra nevadensis"
"5001",-117.6639,34.4536,"Ephedra nevadensis"
"5005",-117.664722,34.451111,"Ephedra nevadensis"
"5011",-118.1027,34.7885,"Ephedra nevadensis"
"5012",-118.2196,34.4578,"Ephedra nevadensis"
"5016",-117.7187,34.5568,"Ephedra nevadensis"
"5031",-116.32,34.43667,"Ephedra funerea"
"5032",-118.208647837793,34.8844438183753,"Ephedra nevadensis"
"5033",-118.01591,35.2926299991099,"Ephedra nevadensis"
"5042",-106.12,31.92,"Ephedra aspera"
"5045",-114.12,39.01,"Ephedra nevadensis"
"5054",-114.93333,34.03333,"Ephedra californica"
"5055",-117.7121,34.4261,"Ephedra viridis"
"5057",-115.5648,34.9202,"Ephedra nevadensis"
"5061",-116.2375,34.33333,"Ephedra californica"
"5079",-115.8996,35.7762,"Ephedra nevadensis"
"5187",-115.82,32.71,"Ephedra trifurca"
"5189",-113.9,37.09,"Ephedra nevadensis"
"5202",-111.82,33.75,"Ephedra aspera"
"5207",-113.25,37.17,"Ephedra torreyana"
"5210",-118.10833,34.44667,"Ephedra nevadensis"
"5216",-117.838889,34.420278,"Ephedra viridis"
"5223",-117.8392,34.4204,"Ephedra viridis"
"5231",-117.8485,34.4435,"Ephedra nevadensis"
"5241",-118.3081,34.4411,"Ephedra nevadensis"
"5242",-115.6343,35.4807,"Ephedra viridis"
"5245",-118.748889,34.628611,"Ephedra viridis"
"5246",-117.38,37.72,"Ephedra viridis"
"5251",-117.8061,34.4105,"Ephedra viridis"
"5255",-117.794167,34.405833,"Ephedra viridis"
"5257",-118.7482,34.6277,"Ephedra viridis"
"5262",-119.483677062943,34.8849346352671,"Ephedra californica"
"5265",-118.1512,37.2747,"Ephedra viridis"
"5280",-120.60611,40.38667,"Ephedra viridis"
"5338",-115.9245,34.3612,"Ephedra viridis"
"5342",-117.20694,36.8625,"Ephedra viridis"
"5343",-120.5792,36.4681,"Ephedra californica"
"5352",-115.91472,34.3675,"Ephedra viridis"
"5356",-117.1666,36.882,"Ephedra viridis"
"5406",-116.49972,34.68167,"Ephedra funerea"
"5409",-116.499,34.681,"Ephedra funerea"
"5420",-116.533333,34.183333,"Ephedra viridis"
"5429",-116.4126,34.6465,"Ephedra funerea"
"5430",-118.5427,35.1981,"Ephedra viridis"
"5462",-120.0716,39.784,"Ephedra viridis"
"5463",-118.5563,42.0865,"Ephedra nevadensis"
"5482",-112.84,40.2,"Ephedra nevadensis"
"5488",-120.1059,39.7905,"Ephedra viridis"
"5489",-118.1867,37.3563,"Ephedra viridis"
"5631",-118.8361,35.425,"Ephedra californica"
"5652",-116.4289,34.1285,"Ephedra nevadensis"
"5679",-116.7508,34.6027999991177,"Ephedra nevadensis"
"5680",-116.83602,34.6699099991169,"Ephedra viridis"
"5682",-116.7508,34.6028,"Ephedra viridis"
"5683",-106.5897,32.1915,"Ephedra trifurca"
"5689",-117.5531,36.5224,"Ephedra viridis"
"5698",-118.1371,34.5637,"Ephedra nevadensis"
"5699",-116.7508,34.6028,"Ephedra nevadensis"
"5701",-116.7766,34.6433,"Ephedra viridis"
"5708",-116.7508,34.6027999991177,"Ephedra viridis"
"5711",-116.9372,34.6854,"Ephedra viridis"
"5712",-117.96028,36.10861,"Ephedra nevadensis"
"5723",-117.3231,34.319899999121,"Ephedra nevadensis"
"5730",-119.72,39.02,"Ephedra viridis"
"5733",-117.57,37.92,"Ephedra nevadensis"
"5739",-119.23,41.33,"Ephedra viridis"
"5749",-118.2,34.866667,"Ephedra nevadensis"
"5767",-117.0762,36.2469,"Ephedra viridis"
"5775",-117.1032,36.2519,"Ephedra viridis"
"5929",-111.5366,33.5599,"Ephedra aspera"
"5935",-116.28808,33.07685,"Ephedra aspera"
"5942",-113.87,37,"Ephedra aspera"
"5943",-116.20077,32.62499,"Ephedra californica"
"5954",-118.1175,35.7436,"Ephedra nevadensis"
"5958",-115.81,33.736111,"Ephedra aspera"
"5964",-106.5897,32.1914,"Ephedra aspera"
"5970",-111.15,37.17,"Ephedra torreyana"
"6058",-117.07139,36.23361,"Ephedra viridis"
"6067",-119.129783,34.69065,"Ephedra viridis"
"6071",-118.6128,42.0564,"Ephedra viridis"
"6073",-118.6128,42.0564,"Ephedra nevadensis"
"6080",-110.32,31.59,"Ephedra trifurca"
"6186",-115.35,33.15,"Ephedra trifurca"
"6187",-120.857494740172,36.6798717899632,"Ephedra californica"
"6190",-116.09944,32.675,"Ephedra aspera"
"6192",-115.32444,33.62472,"Ephedra aspera"
"6194",-115.376,33.1539999991357,"Ephedra trifurca"
"6196",-113.87,37.03,"Ephedra aspera"
"6200",-115.425,33.6833,"Ephedra aspera"
"6203",-115.38333,33.68028,"Ephedra aspera"
"6212",-120.8683,36.6758,"Ephedra californica"
"6213",-113.58,37.13,"Ephedra aspera"
"6214",-115.425,33.6833,"Ephedra californica"
"6215",-120.476389,36.2180559991003,"Ephedra californica"
"6218",-118.311667,34.5297219991185,"Ephedra nevadensis"
"6224",-114.17,36.48,"Ephedra torreyana"
"6226",-116.2748,32.7313,"Ephedra californica"
"6229",-108.668621,39.054083,"Ephedra torreyana"
"6231",-115.25944,35.26333,"Ephedra viridis"
"6235",-109.5,38.58,"Ephedra viridis"
"6237",-118.1633,35.0173,"Ephedra nevadensis"
"6251",-119.70583,35.20694,"Ephedra californica"
"6252",-108.66186,39.061471,"Ephedra viridis"
"6264",-120.033333,39.716667,"Ephedra viridis"
"6267",-118.38333,37.491667,"Ephedra nevadensis"
"6272",-115.4457,35.1144,"Ephedra viridis"
"6279",-117.3975,34.42083,"Ephedra nevadensis"
"6281",-117.3975,34.4208,"Ephedra nevadensis"
"6282",-109.4,38.68,"Ephedra torreyana"
