"x"
"1",1928
"2",2369
"3",729
"4",2369
"5",4842
"6",1804
"7",1353
"8",2654
"9",1928
"10",2128
"11",2273
"12",1694
"13",622
"14",2743
"15",1937
"16",2143
"17",1665
"18",277
"19",2038
"20",1758
"21",3372
"22",2018
"23",4657
"24",1879
"25",3180
"26",2068
"27",706
"28",706
"29",707
"30",288
"31",1760
"32",1238
"33",306
"34",2619
"35",771
"36",378
"37",1387
"38",544
"39",1339
"40",682
"41",604
"42",1248
"43",550
"44",4704
"45",1204
"46",1387
"47",378
"48",682
"49",1728
"50",1680
"51",2920
"52",2801
"53",1728
"54",1595
"55",2920
"56",1243
"57",2009
"58",1304
"59",1304
"60",658
"61",550
"62",4093
"63",658
"64",3394
"65",4186
"66",3511
"67",2328
"68",3065
"69",4430
"70",1922
"71",3135
"72",317
"73",4052
"74",288
"75",2579
"76",1234
"77",732
"78",618
"79",618
"80",830
"81",1400
"82",731
"83",731
"84",756
"85",2076
"86",1950
"87",781
"88",871
"89",1954
"90",2952
"91",808
"92",2952
"93",871
"94",1281
"95",1974
"96",2240
"97",871
"98",778
"99",871
"100",725
"101",711
"102",724
"103",718
"104",724
"105",710
"106",710
"107",710
"108",718
"109",4665
"110",473
"111",725
"112",473
"113",615
"114",711
"115",738
"116",710
"117",710
"118",2403
"119",724
"120",1618
"121",710
"122",725
"123",710
"124",710
"125",724
"126",1582
"127",1121
"128",4652
"129",1582
"130",1867
"131",721
"132",786
"133",1255
"134",769
"135",769
"136",1639
"137",1556
"138",1090
"139",807
"140",708
"141",919
"142",1095
"143",708
"144",1651
"145",1095
"146",1421
"147",1421
"148",4297
"149",772
"150",2036
"151",636
"152",701
"153",788
"154",2926
"155",1731
"156",696
"157",634
"158",5704
"159",1731
"160",1331
"161",1580
"162",781
"163",2810
"164",698
"165",966
"166",708
"167",704
"168",459
"169",704
"170",708
"171",872
"172",1304
"173",708
"174",708
"175",966
"176",708
"177",966
"178",698
"179",1063
"180",704
"181",705
"182",1063
"183",708
"184",872
